202,koszty,1327
203,pracowników,1327
204,zwrotu,1318
205,całości,1312
206,niż,1303
207,umowa,1303
208,czym,1286
209,celu,1272
210,według,1270
211,rozporządzenia,1266
212,pracownika,1261
213,stanowi,1260
214,wysokość,1258
215,ustalił,1256
216,państwa,1251
217,szczególnych,1247
218,którego,1242
219,stron,1240
220,postępowaniu,1230
221,on,1216
222,kp,1215
223,rentowy,1215
224,emerytury,1213
225,zeznań,1210
226,rejonowego,1208
227,ponadto,1204
228,innych,1203
229,dni,1195
230,siedzibą,1189
231,wynagrodzenie,1188
232,postaci,1187
233,należności,1185
234,czasie,1185
235,wniósł,1181
236,odwołanie,1178
237,wykonywania,1173
238,we,1165
239,powództwa,1164
240,nadto,1161
241,ani,1148
242,świadków,1146
243,podstawy,1140
244,czas,1140
245,osób,1137
246,wymiaru,1126
247,umowę,1125
248,gdyż,1112
249,dowodowego,1110
250,okresu,1110
251,renty,1109
252,szkody,1106
253,fakt,1104
254,działalności,1102
255,zostało,1097
256,pojazdu,1096
257,uzasadnieniu,1095
258,uzasadnienie,1092
259,wątpliwości,1084
260,wypadku,1078
261,materiału,1072
262,niezdolności,1069
263,stanu,1060
264,możliwości,1057
265,samym,1056
266,albo,1053
267,zakresu,1052
268,okoliczność,1050
269,odpowiedzialności,1029
270,toku,1028
271,miesięcy,1026
272,czynu,1025
273,stanowisko,1024
274,stanowisku,1022
275,uwadze,1017
276,podczas,1016
277,miała,1015
278,podstaw,1015
279,ta,1014
280,następuje,1012
281,skutek,1012
282,mając,1010
283,przepisu,1008
284,wartości,1006
285,apelacji,1004
286,sa,1000
287,iv,999
288,zasady,996
289,procesowego,992
290,poza,988
291,przeciwko,986
292,urzędu,986
293,podstawę,978
294,oparciu,976
295,stanie,972
296,rozprawie,971
297,zasądzenie,967
298,wymiarze,965
299,następnie,963
300,pozwu,962
301,spółka,961
302,zdaniem,961
303,pracodawcy,958
304,rozstrzygnięcia,956
305,świadczeń,956
306,charakter,954
307,kredytu,954
308,roszczenia,953
309,mocy,950
310,obowiązku,940
311,naruszenia,937
312,dokumentów,934
313,okręgowego,933
314,ul,929
315,ustaleń,922
316,uwagę,920
317,ramach,920
318,między,918
319,kosztach,913
320,uznać,913
321,orzeczenia,912
322,szczególności,912
323,pierwszej,910
324,powództwo,903
325,kary,903
326,przepisy,897
327,dz,896
328,lex,888
329,zarówno,883
330,płatnika,881
331,pismo,875
332,dowodu,875
333,odsetkami,871
334,zdarzenia,869
335,treść,866
336,wypowiedzenia,865
337,postępowanie,863
338,prawnej,859
339,zakład,858
340,takie,855
341,pomiędzy,854
342,obowiązek,852
343,nich,852
344,por,850
345,lokalu,849
346,wówczas,848
347,naruszenie,845
348,wyżej,844
349,ustalenie,841
350,wierzytelności,839
351,kwota,833
352,wskazać,833
353,zdrowia,833
354,przepis,832
355,nawet,832
356,faktyczny,830
357,wyłącznie,829
358,mowa,827
359,jednocześnie,825
360,miejsce,824
361,świadczenie,821
362,dzień,819
363,opinia,817
364,oddalenie,815
365,postanowienie,815
366,sso,814
367,oddział,811
368,zważył,809
369,umów,809
370,ona,808
371,charakterze,801
372,kpk,800
373,organu,799
374,ubezpieczony,799
375,żadnych,793
376,wydział,792
377,zastępstwa,788
378,nim,788
379,majątku,788
380,strona,787
381,pomocy,786
382,konsekwencji,785
383,miesięcznie,785
384,należało,781
385,obowiązków,780
386,braku,780
387,stanowiska,779
388,środków,777
389,prace,774
390,by,773
391,imieniu,773
392,ubezpieczonego,772
393,doszło,764
394,niej,761
395,funduszu,757
396,wyrokiem,754
397,wolności,751
398,decyzją,747
399,społecznego,747
400,powyższego,740
401,ministra,740
402,pracodawca,740
403,cd,738
404,terminie,736
405,rozpoznaniu,735
406,ruchu,734
407,odsetek,734
408,odszkodowania,731
409,wyniku,729
410,orzekł,729
411,rozprawy,729
412,chwili,727
413,prac,726
414,osoba,725
415,ubezpieczenie,725
416,sn,724
417,będzie,717
418,sądowych,713
419,faktycznych,713
420,treścią,711
421,rzeczy,703
422,pozbawienia,702
423,biegłych,701
424,skoro,700
425,zmiany,700
426,je,699
427,polskiej,699
428,stwierdził,698
429,zlecenia,698
430,sądowego,697
431,ustawowymi,694
432,składzie,693
433,zm,692
434,apelacyjnego,691
435,podróży,689
436,płyta,689
437,odpowiedzi,687
438,zakładu,687
439,zastosowanie,687
440,dniem,686
441,one,686
442,decyzja,684
443,miejscu,683
444,przedmiotowej,679
445,skarbu,674
446,usług,672
447,odwołania,668
448,pełnomocnika,667
449,powodowi,666
450,roszczenie,664
451,świadek,662
452,dopiero,659
453,rzeczypospolitej,658
454,wykonywał,658
455,dowody,657
456,możliwość,656
457,wcześniej,655
458,wszystkie,652
459,wykonania,652
460,zarzut,651
461,około,647
462,prawnego,647
463,opóźnienie,647
464,biegły,646
465,pracownik,645
466,dokonał,643
467,wyjaśnienia,641
468,działalność,639
469,rentowego,637
470,ubezpieczona,636
471,oddalił,634
472,odpowiedzialnością,633
473,zobowiązania,632
474,uwzględnienie,632
475,emeryturach,632
476,viii,631
477,razie,630
478,zadośćuczynienia,630
479,sprzedaży,629
480,przewodniczący,628
481,mógł,627
482,ubezpieczonej,626
483,postanowienia,625
484,określonych,625
485,zaskarżonego,624
486,oznacza,623
487,żądanie,620
488,dokumentacji,619
489,pokrzywdzonego,619
490,przedmiotem,617
491,wskazano,617
492,świetle,617
493,pozwanych,616
494,wszystkich,616
495,sprawach,614
496,wydania,614
497,pozwaną,613
498,związane,612
499,mogą,612
500,rozumieniu,612
501,lecz,608
502,działania,607
503,ponieważ,606
504,protokół,606
505,związanych,605
506,powódkę,605
507,żądania,604
508,dzu,604
509,musi,604
510,powodu,603
511,warunków,602
512,obecnie,601
513,wymaga,596
514,względu,595
515,prawnych,592
516,kosztami,591
517,aktach,591
518,przysługuje,590
519,pożyczki,589
520,umowie,588
521,dotyczące,588
522,ochrony,588
523,nią,586
524,mieć,584
525,zmianę,583
526,ograniczoną,582
527,najmniej,581
528,zasad,580
529,orzeczenie,578
530,powinien,578
531,stronie,578
532,kontroli,576
533,takiej,576
534,woli,575
535,jednakże,574
536,warunki,574
537,złożył,572
538,oświadczenie,569
539,wartość,569
540,opłaty,568
541,wszystkim,568
542,mają,567
543,norm,565
544,zawartej,564
545,albowiem,563
546,łącznie,563
547,protokolant,563
548,którą,562
549,wskazuje,562
550,stosownie,562
551,swoje,559
552,min,558
553,oświadczenia,555
554,jakie,555
555,okresów,555
556,uk,552
557,sądem,552
558,sam,551
559,rodzaju,549
560,apelację,548
561,powodów,547
562,społeczne,543
563,prowadzenia,540
564,karę,538
565,rentach,538
566,podlega,537
567,inne,537
568,np,535
569,najwyższy,535
570,popełnienia,534
571,przestępstwa,534
572,marki,531
573,przyznał,530
574,piśmie,528
575,ocena,527
576,dlatego,526
577,trakcie,526
578,rozpoznania,521
579,przyczyn,521
580,podkreślić,520
581,wniosła,519
582,miało,517
583,przede,516
584,czyli,515
585,czego,514
586,zarządu,514
587,prowadzi,511
588,część,510
589,ją,509
590,dokumenty,508
591,terminu,508
592,takich,507
593,pomimo,506
594,numer,503
595,odpowiedzialność,503
596,częściowo,502
597,najmu,502
598,bądź,501
599,łodzi,501
600,wieku,501
601,wynosi,499
602,rok,498
603,zapłatę,497
604,zachowania,496
605,zarzuty,496
606,celem,495
607,myśl,494
608,gdyby,494
609,sprawiedliwości,494
610,systemie,493
611,kodeksu,492
612,pełnomocnik,491
613,pełnym,490
614,punkcie,489
615,przesłanki,489
616,posiada,489
617,pismem,486
618,samochodu,486
619,faktu,486
620,termin,485
621,znaczenia,484
622,wbrew,482
623,takiego,481
624,zawarcia,479
625,domu,479
626,mimo,478
627,kiedy,477
628,gospodarczej,477
629,opłat,476
630,obwinionego,475
631,zasądził,474
632,jakim,471
633,zasiłku,471
634,decyzję,470
635,drodze,467
636,miejsca,466
637,życia,466
638,wpływ,465
639,wskazanych,464
640,czyn,464
641,miały,464
642,istotne,463
643,wskazała,463
644,przyjął,462
645,jeszcze,460
646,sądowy,460
647,godzin,458
648,rady,457
649,znajduje,456
650,im,456
651,upadłości,455
652,zakres,454
653,zawarte,454
654,winy,453
655,pracodawcę,453
656,vi,452
657,złożenia,452
658,wspólnego,452
659,alkoholu,451
660,przepisanych,450
661,nad,450
662,pozostaje,450
663,dwóch,448
664,wykonanie,448
665,nadal,447
666,innego,447
667,spłaty,445
668,działki,445
669,służbowej,445
670,odmówił,445
671,okolicznościach,443
672,sprawę,443
673,własności,442
674,utrzymania,442
675,osobą,442
676,praca,442
677,csk,441
678,gdzie,441
679,wskazane,441
680,dotyczących,440
681,szkodę,440
682,kolei,439
683,odsetki,437
684,przyjęcie,437
685,życie,436
686,okresy,436
687,dotyczy,435
688,faktycznie,435
689,apelacyjny,435
690,wiedzy,434
691,lata,434
692,samego,431
693,zawarta,431
694,całkowicie,430
695,pracował,430
696,wskazując,429
697,prawidłowo,429
698,opieki,428
699,dowodowy,427
700,cywilnego,426
701,informacji,426
702,pozostałym,424
703,prawem,423
704,banku,423
705,daty,423
706,przyjąć,422
707,wypłaty,421
708,sądowi,420
709,materiał,420
710,sentencji,419
711,zarzutu,417
712,zostać,417
713,zarzutów,417
714,bezpośrednio,417
715,skarżący,416
716,potrzeby,415
717,pełni,415
718,odnośnie,415
719,stronę,414
720,pojazdów,413
721,określone,412
722,przyjęcia,412
723,rozwiązania,410
724,zasądza,409
725,pojazd,409
726,leczenia,408
727,robót,406
728,godziny,406
729,dziecka,406
730,powyżej,405
731,jaki,405
732,stosunek,405
733,zachowanie,404
734,bezsporne,403
735,vat,403
736,rozstrzygnięcie,403
737,dłużnika,402
738,postanowieniem,401
739,wyjaśnił,400
740,innej,400
741,uznania,400
742,tę,399
743,jednego,399
744,taka,399
745,zasadami,398
746,innymi,397
747,taki,397
748,pisma,397
749,dał,396
750,faktyczne,396
751,przesłanek,396
752,stopniu,396
753,łącznej,395
754,zaskarżonej,395
755,umową,394
756,wykonywanie,394
757,takim,393
758,roszczeń,393
759,powinna,392
760,stwierdzić,392
761,pozew,390
762,kw,390
763,określony,390
764,firmy,390
765,społecznej,390
766,akta,390
767,brutto,390
768,uzyskania,389
769,złożyła,389
770,materialnego,389
771,swoich,388
772,mogła,387
773,ponosi,387
774,lekarza,387
775,kierowców,386
776,powódce,385
777,zastosowania,383
778,niewątpliwie,382
779,skutki,382
780,osobowych,382
781,swojego,381
782,fundusz,381
783,żaden,380
784,przedawnienia,380
785,społecznym,380
786,chorobowego,379
787,choroby,379
788,pozwanemu,378
789,wtedy,378
790,przedmiocie,377
791,pracownicy,377
792,spółce,375
793,gospodarczą,374
794,dodatkowo,374
795,jeśli,374
796,wnioski,374
797,dacie,373
798,dwa,373
799,faktycznego,373
800,pracownikowi,372
801,przyczyny,372
802,uznanie,371
803,zaświadczenie,370
804,pozwani,369
805,wykazał,369
806,vide,369
807,stronami,368
808,zatrudniony,368
809,szczecinie,368
810,bank,368
811,powierzchni,366
812,badania,363
813,płatnik,363
814,składki,363
815,następujący,362
816,urządzeń,361
817,zdrowotne,361
818,środki,361
819,ubezpieczeniom,360
820,przyznanie,360
821,stopnia,359
822,kapitału,359
823,obowiązki,358
824,osobę,357
825,zwłaszcza,357
826,zauważyć,356
827,drugiej,356
828,ok,356
829,apelacja,355
830,znaczenie,355
831,olsztynie,355
832,dalej,355
833,względem,353
834,miesiąc,352
835,żadnego,352
836,prawne,352
837,wierzyciela,350
838,wiarygodne,350
839,uzasadnienia,350
840,godz,349
841,swojej,349
842,dzieci,349
843,kraju,348
844,uwzględnił,347
845,miesiąca,347
846,samochód,346
847,osobie,346
848,bardziej,346
849,spraw,345
850,kwestii,344
851,punktu,344
852,uzasadnione,344
853,opinie,343
854,ubezpieczeniu,343
855,doświadczenia,342
856,realizacji,341
857,bezpieczeństwa,341
858,zebranego,340
859,kierowcy,340
860,sytuacja,340
861,trzeba,339
862,sobie,339
863,stanowią,339
864,orzeczono,339
865,podniósł,339
866,szczególnym,339
867,uczestnika,339
868,praw,338
869,każdego,338
870,jeden,337
871,możliwe,337
872,stanowić,337
873,skarb,336
874,stopień,336
875,podstawą,336
876,jednoznacznie,336
877,swoim,336
878,niezdolność,336
879,mienia,335
880,wyjaśnień,334
881,przedmiotu,333
882,nieruchomość,333
883,obu,332
884,oskarżonemu,331
885,określonego,330
886,podał,330
887,twierdzeń,330
888,ocenę,330
889,wynikających,328
890,określonej,327
891,zasądzenia,326
892,zmianie,326
893,wynik,326
894,twierdzenia,325
895,skarżącego,324
896,ponownego,323
897,więcej,323
898,policji,323
899,swoją,323
900,dowodowym,323
901,potrzeb,323
902,służebności,323
903,zdolności,323
904,ostatecznie,322
905,dokumentu,321
906,zadłużenia,320
907,powstania,319
908,pk,319
909,zobowiązany,319
910,bardzo,319
911,wiarę,318
912,tam,318
913,prawną,318
914,orzecznictwie,318
915,wydanie,318
916,zarzucanego,318
917,poszczególnych,317
918,przepisami,317
919,oddala,317
920,cywilny,317
921,uchwały,317
922,zdrowiu,316
923,charakteru,315
924,biorąc,314
925,współżycia,314
926,terenie,313
927,emerytalnego,313
928,ponad,312
929,faktury,312
930,trybie,311
931,nabycia,311
932,rej,311
933,wynagradzania,311
934,stawki,309
935,przesłuchanie,309
936,siebie,309
937,temu,309
938,przesłuchania,309
939,powinno,309
940,uwzględnieniem,308
941,dokonania,307
942,odniesieniu,307
943,mieszkania,307
944,wskutek,307
945,powyższych,306
946,jednej,306
947,chodzi,306
948,istnienia,305
949,ogóle,305
950,powyższy,305
951,niniejszym,304
952,stwierdzenie,304
953,przestępstwo,304
954,sporu,304
955,przyznania,304
956,nastąpiło,303
957,dokonanie,302
958,pozwanym,302
959,tzw,302
960,oddziału,302
961,wprost,301
962,wynikające,301
963,ciągu,300
964,życiowego,300
965,gier,299
966,obecności,298
967,ssr,298
968,złożone,298
969,samo,297
970,aua,297
971,ssa,297
972,powyższej,296
973,ustalone,296
974,zawartych,296
975,udział,295
976,uszkodzenia,295
977,udziału,293
978,potwierdzenie,293
979,płatności,293
980,małoletniej,293
981,miesiące,292
982,podjęcia,292
983,widzenia,292
984,bo,292
985,budynku,291
986,formie,291
987,wniosków,291
988,stwierdzenia,291
989,tekst,291
990,ono,291
991,prowadzenie,291
992,zasadności,291
993,korzystania,290
994,zakładzie,290
995,samochodem,290
996,wiarygodności,290
997,spornym,290
998,powodem,290
999,użytkowania,289
1000,kolejności,289
1001,zwrócić,288
1002,właśnie,288
1003,zwrot,287
1004,kwot,287
1005,zgody,287
1006,kks,287
1007,wydatków,286
1008,drogi,286
1009,okresach,286
1010,stale,286
1011,winien,285
1012,odwołujący,285
1013,protokołu,285
1014,uszczerbku,285
1015,wynagrodzeniem,284
1016,alimentów,284
1017,odwoławczy,283
1018,koszt,283
1019,uchylenie,282
1020,dopuścił,282
1021,odszkodowanie,282
1022,skutków,282
1023,ponownie,282
1024,stażu,282
1025,samej,282
1026,polegające,281
1027,sprawcy,280
1028,wniesienia,280
1029,pozostałych,279
1030,dzieło,279
1031,kręgosłupa,279
1032,poczet,278
1033,ustalono,278
1034,zarządzenie,278
1035,swobodnej,278
1036,dłużnik,277
1037,naprawy,277
1038,syna,277
1039,sprzeczne,277
1040,majątkowej,277
1041,pozwie,276
1042,przyjmuje,276
1043,danych,276
1044,pozwem,276
1045,ilości,276
1046,kontekście,276
1047,wymienionych,275
1048,przepisie,275
1049,gminy,275
1050,świadectwo,275
1051,rachunku,274
1052,spółkę,274
1053,powyższym,274
1054,pracowniczych,274
1055,wprawdzie,273
1056,uznając,273
1057,byli,272
1058,raz,272
1059,netto,272
1060,składkowych,272
1061,stosuje,271
1062,względzie,271
1063,stąd,271
1064,odpis,271
1065,zasługuje,271
1066,grzywny,271
1067,wymienione,270
1068,trwania,270
1069,względów,270
1070,pokrzywdzony,270
1071,cywilnej,269
1072,czynów,269
1073,zdolność,269
1074,wynagrodzeń,269
1075,pozwala,268
1076,ulega,268
1077,taką,268
1078,wnioskodawcę,268
1079,godzinach,268
1080,istotnych,267
1081,niezależnie,267
1082,świadkowie,267
1083,zgromadzonego,267
1084,osnp,267
1085,rodziny,266
1086,pogląd,266
1087,punkt,266
1088,tom,266
1089,sposobu,265
1090,powoduje,265
1091,zwolnienia,264
1092,działanie,264
1093,otrzymał,264
1094,przepisach,264
1095,wpływu,263
1096,służby,263
1097,usługi,263
1098,regulacji,263
1099,dolegliwości,263
1100,wydatki,262
1101,niniejszego,262
1102,kwalifikacji,261
1103,uprawnień,261
1104,ministrów,261
1105,będąc,260
1106,jakich,260
1107,miejscowości,260
1108,wierzytelność,259
1109,odpowiada,259
1110,maszyn,259
1111,konieczność,258
1112,wypowiedzenie,258
1113,zasadzie,258
1114,latach,258
1115,ckn,258
1116,aca,258
1117,zatrudnienie,258
1118,obwiniony,258
1119,podkreślił,257
1120,odpowiednio,257
1121,stwierdzono,257
1122,in,257
1123,sądowej,257
1124,sprawności,257
1125,wykonalności,256
1126,zasadach,255
1127,innym,255
1128,ile,255
1129,stosunków,255
1130,uwzględnieniu,255
1131,oddaleniu,254
1132,podziela,254
1133,dniach,254
1134,ciała,254
1135,matki,254
1136,zaświadczenia,254
1137,zachowaniem,253
1138,odwołującego,253
1139,przekazanie,252
1140,odnosząc,252
1141,zobowiązań,252
1142,przedmiotowego,252
1143,wykazania,251
1144,żadnej,251
1145,udzielonej,251
1146,zdrowotnego,251
1147,którzy,250
1148,faktów,250
1149,wejścia,250
1150,gospodarstwie,250
1151,wspólnie,250
1152,rentę,250
1153,początkowego,250
1154,cały,249
1155,prezesa,249
1156,obowiązujących,249
1157,spadku,249
1158,regulaminu,248
1159,prawnym,248
1160,rodzaj,248
1161,wszelkie,248
1162,dyrektora,247
1163,obejmuje,247
1164,istocie,247
1165,korzyści,247
1166,wykładni,247
1167,błąd,247
1168,gry,247
1169,tą,246
1170,ciężar,246
1171,konieczne,246
1172,matka,246
1173,sama,244
1174,tymczasem,244
1175,posiadania,244
1176,procesie,244
1177,karny,244
1178,każdy,243
1179,lewej,243
1180,karta,243
1181,cz,243
1182,mogło,242
1183,gazu,242
1184,spełnia,242
1185,później,241
1186,aktu,241
1187,oparł,241
1188,kodeks,241
1189,medycznej,241
1190,szczególnie,241
1191,zgłoszenia,240
1192,lokali,240
1193,prowadzonej,240
1194,uchwała,240
1195,warszawie,240
1196,sytuację,240
1197,sumy,240
1198,zgodne,239
1199,ix,239
1200,świadczy,239
1201,przedsiębiorstwa,239
1202,uwzględnienia,239
1203,dane,239
1204,śmierci,239
1205,zażalenie,238
1206,nimi,238
1207,karnego,238
1208,poszkodowanego,238
1209,uczestnik,238
1210,zaskarżoną,237
1211,sprzeczności,237
1212,nigdy,237
1213,rynku,237
1214,przebiegu,237
1215,zawarł,236
1216,mieli,236
1217,dowodowe,236
1218,kolejnych,236
1219,ustawa,236
1220,brzmieniu,236
1221,wykonywanej,236
1222,następujące,236
1223,małoletniego,236
1224,wezwania,235
1225,podobnie,235
1226,pojazdem,235
1227,zasadne,235
1228,dotychczas,234
1229,wezwanie,234
1230,obowiązującym,234
1231,ustalić,234
1232,pieniądze,234
1233,poziomie,233
1234,orzekania,233
1235,fus,233
1236,gospodarstwa,233
1237,spółdzielni,233
1238,służbowych,232
1239,tyle,232
1240,inny,231
1241,wynikało,231
1242,podstawa,231
1243,własność,231
1244,rodziców,231
1245,nieokreślony,231
1246,rodzinnej,231
1247,ewentualnie,230
1248,sekr,230
1249,przyjęciu,230
1250,pieniędzy,230
1251,małżonków,230
1252,niezdolny,230
1253,rachunek,229
1254,górniczej,229
1255,chyba,228
1256,niepełnosprawności,228
1257,porozumienia,227
1258,opinię,227
1259,płatnikiem,227
1260,zobowiązanie,226
1261,pierwsze,226
1262,zmiana,226
1263,kara,226
1264,konieczności,226
1265,dotyczącej,226
1266,ograniczenia,226
1267,ustawie,225
1268,euro,225
1269,drogowym,225
1270,wiary,225
1271,odbioru,225
1272,zatrudnionych,225
1273,położonej,225
1274,rentowym,224
1275,pracowała,224
1276,lekarskiej,224
1277,oskarżonych,224
1278,legalis,223
1279,ponoszenia,223
1280,dowodowych,223
1281,budowy,223
1282,eprotokół,223
1283,zabezpieczenia,222
1284,zeznaniom,222
1285,naprawienia,222
1286,momencie,222
1287,emeryturę,222
1288,zamieszkania,221
1289,urządzenia,221
1290,ustawodawca,221
1291,cel,220
1292,granicach,220
1293,rzeczywiście,219
1294,wskazywał,219
1295,vii,219
1296,ubezpieczonemu,219
1297,jakichkolwiek,218
1298,trzy,218
1299,wypadkiem,218
1300,ha,218
1301,hazardowych,218
1302,obowiązkiem,217
1303,przelewu,217
1304,wskazania,217
1305,powinny,217
1306,istnieje,217
1307,dokonane,216
1308,potwierdził,216
1309,zaskarżony,216
1310,zatrzymania,216
1311,świadczeniach,216
1312,zmian,215
1313,faktycznym,215
1314,układu,215
1315,komisji,215
1316,oskarżonej,215
1317,dochodzenia,214
1318,zmienił,214
1319,budzi,214
1320,następującym,214
1321,wskazanej,214
1322,firmie,214
1323,wiadomości,213
1324,obrony,213
1325,podjął,213
1326,nowych,213
1327,szpitala,213
1328,miasta,213
1329,niezdolną,213
1330,skład,212
1331,drogowego,212
1332,istnienie,212
1333,wykonywała,212
1334,obszarze,212
1335,szkoły,212
1336,skutecznie,211
1337,zeznał,211
1338,krzywdy,211
1339,choć,211
1340,zawiera,211
1341,stosowania,211
1342,kredyt,211
1343,uwzględniając,210
1344,pobierania,210
1345,przeprowadzenie,210
1346,temat,210
1347,próby,210
1348,poznaniu,210
1349,dokument,209
1350,odpowiedź,209
1351,wykonywane,209
1352,polityki,209
1353,rozpoznawanej,208
1354,wykazała,208
1355,wypadek,208
1356,dokumentacja,208
1357,prowadził,208
1358,byłoby,208
1359,mogły,208
1360,ustalaniu,208
1361,przedsiębiorstwie,208
1362,publicznych,208
1363,organizmu,208
1364,jakiej,207
1365,podmiotu,206
1366,działając,206
1367,normy,206
1368,rozważania,206
1369,uprawnienia,206
1370,zarzucił,205
1371,rolnym,205
1372,kierownika,205
1373,domagał,204
1374,prawej,204
1375,zeznaniami,204
1376,działań,204
1377,opłata,203
1378,określenia,203
1379,zawsze,203
1380,analizy,203
1381,wnioskiem,203
1382,zeznaniach,203
1383,wskazany,203
1384,wierzyciel,202
1385,ojca,202
1386,ugh,202
1387,oględzin,201
1388,powszechnie,201
1389,ustawowych,201
1390,pracownikom,201
1391,centrum,201
1392,so,201
1393,podatku,200
1394,choćby,200
1395,świadomość,200
1396,fakty,200
1397,przeprowadzenia,200
1398,sędziowie,200
1399,typu,200
1400,ewidencji,200
1401,szkodliwości,200
1402,wykonywaniu,200
1403,stawek,200
1404,podziału,200
1405,prawie,199
1406,sobą,199
1407,danego,199
1408,analiza,199
1409,radców,199
1410,zadań,199
1411,relacji,199
1412,dokonana,199
1413,czynność,199
1414,ciąży,199
1415,kro,198
1416,wiek,197
1417,wykonywanych,197
1418,obie,196
1419,zawarcie,196
1420,przyczyną,195
1421,obowiązany,195
1422,skarżąca,195
1423,zatrudniona,195
1424,kości,195
1425,zawodowych,195
1426,alimentacyjnego,195
1427,czp,195
1428,ograniczonego,195
1429,uprawniony,194
1430,niezbędne,194
1431,tysięcy,194
1432,upływie,194
1433,publicznej,194
1434,będą,194
1435,zakończenia,194
1436,powodowa,193
1437,przedstawił,193
1438,ceny,193
1439,rat,193
1440,określonym,193
1441,spełnienia,193
1442,informacje,193
1443,zadośćuczynienie,193
1444,odwołująca,193
1445,słusznie,193
1446,oddziale,193
1447,odwoławczego,192
1448,swój,192
1449,podmiot,192
1450,niektórych,192
1451,zob,191
1452,urlopu,191
1453,kilka,191
1454,rozwiązanie,191
1455,zachodzi,191
1456,prawego,191
1457,uczestników,191
1458,przedmiot,190
1459,trzech,190
1460,drzwi,190
1461,przekonania,190
1462,sfery,190
1463,ustalony,189
1464,podlegają,189
1465,prawidłowe,189
1466,białymstoku,189
1467,całego,189
1468,wydane,189
1469,polega,189
1470,zgromadzonych,189
1471,komentarz,189
1472,osobowe,189
1473,zwrócił,188
1474,ustalania,188
1475,ustalając,188
1476,orzeka,188
1477,zawodu,188
1478,wykonane,188
1479,egzekucji,187
1480,badań,187
1481,łączną,187
1482,późn,187
